unidade;ano;mes;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HAC;2023;1;VIII;> 34;0,85;1;1;0,85
HAC;2023;2;I;0 a 4;0,04;2;8;0,08
HAC;2023;2;III;10 a 14;0,15;16;1;2,4
HAC;2023;2;V;20 a 24;0,4;5;1;2,0
HAC;2023;3;IV;15 a 19;0,25;11;3;2,75
HAC;2023;3;V;20 a 24;0,4;12;3;4,8
HAC;2023;3;VII;30 a 34;0,75;4;3;3,0
HAC;2023;3;VIII;> 34;0,85;2;1;1,7
HAC;2023;4;IV;15 a 19;0,25;12;1;3,0
HAC;2023;4;V;20 a 24;0,4;7;1;2,8
HAC;2023;4;VI;25 a 29;0,55;1;1;0,55
HAC;2023;4;VII;30 a 34;0,75;1;1;0,75
HAC;2023;4;VIII;> 34;0,85;1;1;0,85
HAC;2023;5;IV;15 a 19;0,25;8;1;2,0
HAC;2023;5;VI;25 a 29;0,55;5;3;2,75
HAC;2023;5;VIII;> 34;0,85;4;4;3,4
HAC;2023;6;IV;15 a 19;0,25;12;1;3,0
HAC;2023;6;V;20 a 24;0,4;10;1;4,0
HAC;2023;6;VI;25 a 29;0,55;5;3;2,75
HAC;2023;6;VII;30 a 34;0,75;2;2;1,5
HAC;2023;6;VIII;> 34;0,85;1;1;0,85
HAC;2023;7;III;10 a 14;0,15;23;3;3,45
HAC;2023;7;V;20 a 24;0,4;2;1;0,8
HAC;2023;7;VI;25 a 29;0,55;1;1;0,55
HAC;2023;7;VIII;> 34;0,85;3;3;2,55
HAC;2023;8;II;5 a 9;0,08;7;1;0,56
HAC;2023;8;III;10 a 14;0,15;10;1;1,5
HAC;2023;8;IV;15 a 19;0,25;14;3;3,5
HAC;2023;8;V;20 a 24;0,4;8;4;3,2
HAC;2023;8;VI;25 a 29;0,55;4;2;2,2
HAC;2023;9;IV;15 a 19;0,25;13;1;3,25
HAC;2023;9;V;20 a 24;0,4;7;1;2,8
HAC;2023;9;VI;25 a 29;0,55;4;1;2,2
HAC;2023;9;VII;30 a 34;0,75;1;1;0,75
HAC;2023;10;II;5 a 9;0,08;12;1;0,96
HAC;2023;10;IV;15 a 19;0,25;3;2;0,75
HAC;2023;10;VI;25 a 29;0,55;1;1;0,55
HAC;2023;10;VIII;> 34;0,85;1;1;0,85
HAC;2023;11;III;10 a 14;0,15;13;1;1,95
HAC;2023;11;VI;25 a 29;0,55;3;3;1,65
HAC;2023;11;VIII;> 34;0,85;1;1;0,85
HAC;2023;12;II;5 a 9;0,08;12;1;0,96
HAC;2023;12;V;20 a 24;0,4;1;1;0,4
HAC;2024;1;III;10 a 14;0,15;12;2;1,8
HAC;2024;1;IV;15 a 19;0,25;8;1;2,0
HAC;2024;1;VI;25 a 29;0,55;1;1;0,55
HAC;2024;1;VII;30 a 34;0,75;2;1;1,5
HAC;2024;1;VIII;> 34;0,85;2;2;1,7
HAC;2024;2;III;10 a 14;0,15;20;3;3,0
HAC;2024;2;V;20 a 24;0,4;2;1;0,8
HAC;2024;3;III;10 a 14;0,15;10;1;1,5
HAC;2024;4;III;10 a 14;0,15;18;3;2,7
HAC;2024;4;IV;15 a 19;0,25;9;2;2,25
HAC;2024;4;V;20 a 24;0,4;2;1;0,8
HAC;2024;5;IV;15 a 19;0,25;8;1;2,0
HAC;2024;5;VII;30 a 34;0,75;2;1;1,5
HAC;2024;7;III;10 a 14;0,15;8;1;1,2
HAC;2024;7;V;20 a 24;0,4;2;2;0,8
HAC;2024;7;VIII;> 34;0,85;1;1;0,85
HAC;2024;8;IV;15 a 19;0,25;17;1;4,25
HAC;2024;8;V;20 a 24;0,4;5;2;2,0
HAC;2024;8;VI;25 a 29;0,55;2;1;1,1
HAC;2024;9;III;10 a 14;0,15;14;1;2,1
HAC;2024;9;V;20 a 24;0,4;8;1;3,2
HAC;2024;9;VIII;> 34;0,85;1;1;0,85
HAC;2024;10;III;10 a 14;0,15;18;1;2,7
HAC;2024;10;V;20 a 24;0,4;4;1;1,6
HAC;2024;10;VIII;> 34;0,85;1;1;0,85
HAC;2024;11;V;20 a 24;0,4;3;3;1,2
HAC;2024;11;VI;25 a 29;0,55;3;2;1,65
HAC;2024;11;VII;30 a 34;0,75;2;2;1,5
HAC;2024;12;VII;30 a 34;0,75;1;1;0,75
HAC;2025;1;III;10 a 14;0,15;12;1;1,8
HAC;2025;1;IV;15 a 19;0,25;7;1;1,75
HAC;2025;1;V;20 a 24;0,4;4;3;1,6
HAC;2025;1;VI;25 a 29;0,55;2;1;1,1
HAC;2025;1;VII;30 a 34;0,75;1;1;0,75
HAC;2025;2;III;10 a 14;0,15;14;1;2,1
HAC;2025;2;IV;15 a 19;0,25;4;2;1,0
HAC;2025;2;V;20 a 24;0,4;1;1;0,4
HAC;2025;2;VII;30 a 34;0,75;1;1;0,75
HAC;2025;2;VIII;> 34;0,85;1;1;0,85
HAC;2025;3;IV;15 a 19;0,25;14;1;3,5
HAC;2025;3;VI;25 a 29;0,55;2;1;1,1
HAC;2025;3;VII;30 a 34;0,75;2;2;1,5
HAC;2025;4;III;10 a 14;0,15;7;1;1,05
HAC;2025;4;IV;15 a 19;0,25;10;2;2,5
HAC;2025;4;VI;25 a 29;0,55;1;1;0,55
HAC;2025;4;VIII;> 34;0,85;2;2;1,7
HAC;2025;5;II;5 a 9;0,08;6;1;0,48
HAC;2025;5;III;10 a 14;0,15;17;2;2,55
HAC;2025;5;V;20 a 24;0,4;4;3;1,6
HAC;2025;5;VII;30 a 34;0,75;1;1;0,75
HAC;2025;5;VIII;> 34;0,85;1;1;0,85
HAC;2025;6;IV;15 a 19;0,25;7;1;1,75
HAC;2025;6;V;20 a 24;0,4;5;3;2,0
HAC;2025;6;VI;25 a 29;0,55;2;1;1,1
HAC;2025;6;VII;30 a 34;0,75;3;1;2,25
HAC;2025;7;III;10 a 14;0,15;11;1;1,65
HAC;2025;7;V;20 a 24;0,4;6;1;2,4
HAC;2025;7;VIII;> 34;0,85;1;1;0,85
HAC;2025;8;III;10 a 14;0,15;17;2;2,55
HAC;2025;8;IV;15 a 19;0,25;9;2;2,25
HAC;2025;8;V;20 a 24;0,4;5;4;2,0
HAC;2025;8;VI;25 a 29;0,55;1;1;0,55
HAC;2025;9;III;10 a 14;0,15;20;2;3,0
HAC;2025;9;V;20 a 24;0,4;7;1;2,8
HAC;2025;9;VI;25 a 29;0,55;1;1;0,55
HAC;2025;9;VIII;> 34;0,85;1;1;0,85
HAC;2025;10;III;10 a 14;0,15;20;1;3,0
HAC;2025;10;IV;15 a 19;0,25;10;1;2,5
HAC;2025;10;V;20 a 24;0,4;3;2;1,2
HAC;2025;10;VI;25 a 29;0,55;2;2;1,1
HAC;2025;11;III;10 a 14;0,15;12;1;1,8
HAC;2025;11;IV;15 a 19;0,25;11;1;2,75
HAC;2025;11;V;20 a 24;0,4;3;1;1,2
HAC;2025;12;III;10 a 14;0,15;11;3;1,65
HAC;2025;12;IV;15 a 19;0,25;5;2;1,25
HAC;2025;12;VIII;> 34;0,85;1;1;0,85
