excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
05/2019;MOV;2019,0;5,0;VI;25 a 29;55,0;0,0;0,0;0,0
05/2019;MOV;2019,0;5,0;VII;30 a 34;75,0;0,0;0,0;0,0
05/2019;MOV;2019,0;5,0;VIII;> 34;85,0;0,0;0,0;0,0
06/2019;HAC;2019,0;6,0;I;0 a 4;4,0;2,0;0,08;0,0
06/2019;HAC;2019,0;6,0;II;5 a 9;8,0;6,0;0,48;0,0
06/2019;HAC;2019,0;6,0;III;10 a 14;15,0;8,0;1,2;1,0
06/2019;HAC;2019,0;6,0;IV;15 a 19;25,0;5,0;1,25;1,0
06/2019;HAC;2019,0;6,0;V;20 a 24;40,0;1,0;0,4;1,0
06/2019;HAC;2019,0;6,0;VI;25 a 29;55,0;1,0;0,55;1,0
06/2019;HAC;2019,0;6,0;VII;30 a 34;75,0;0,0;0,0;0,0
06/2019;HAC;2019,0;6,0;VIII;> 34;85,0;0,0;0,0;0,0
06/2019;HEM;2019,0;6,0;I;0 a 4;4,0;1,0;0,04;0,0
06/2019;HEM;2019,0;6,0;II;5 a 9;8,0;7,0;0,56;0,0
06/2019;HEM;2019,0;6,0;III;10 a 14;15,0;11,0;1,65;1,0
06/2019;HEM;2019,0;6,0;IV;15 a 19;25,0;5,0;1,25;2,0
06/2019;HEM;2019,0;6,0;V;20 a 24;40,0;3,0;1,2;1,0
06/2019;HEM;2019,0;6,0;VI;25 a 29;55,0;3,0;1,65;1,0
06/2019;HEM;2019,0;6,0;VII;30 a 34;75,0;4,0;3,0;3,0
06/2019;HEM;2019,0;6,0;VIII;> 34;85,0;3,0;2,55;3,0
06/2019;HJK;2019,0;6,0;I;0 a 4;4,0;112,0;4,5;8,0
06/2019;HJK;2019,0;6,0;II;5 a 9;8,0;225,0;18,02;23,0
06/2019;HJK;2019,0;6,0;III;10 a 14;15,0;277,0;41,7;15,0
06/2019;HJK;2019,0;6,0;IV;15 a 19;25,0;267,0;66,85;34,0
06/2019;HJK;2019,0;6,0;V;20 a 24;40,0;168,0;67,2;36,0
06/2019;HJK;2019,0;6,0;VI;25 a 29;55,0;80,0;44,099999999999994;25,0
06/2019;HJK;2019,0;6,0;VII;30 a 34;75,0;47,0;35,35;23,0
06/2019;HJK;2019,0;6,0;VIII;> 34;85,0;22,0;18,8;17,0
06/2019;HJXXIII;2019,0;6,0;I;0 a 4;4,0;7,0;0,28;0,0
06/2019;HJXXIII;2019,0;6,0;II;5 a 9;8,0;10,0;0,8;0,0
06/2019;HJXXIII;2019,0;6,0;III;10 a 14;15,0;23,0;3,45;0,0
06/2019;HJXXIII;2019,0;6,0;IV;15 a 19;25,0;34,0;8,5;1,0
06/2019;HJXXIII;2019,0;6,0;V;20 a 24;40,0;12,0;4,8;2,0
06/2019;HJXXIII;2019,0;6,0;VI;25 a 29;55,0;11,0;6,05;5,0
06/2019;HJXXIII;2019,0;6,0;VII;30 a 34;75,0;3,0;2,25;3,0
06/2019;HJXXIII;2019,0;6,0;VIII;> 34;85,0;0,0;0,0;0,0
06/2019;HRAD;2019,0;6,0;I;0 a 4;4,0;0,0;0,0;0,0
06/2019;HRAD;2019,0;6,0;II;5 a 9;8,0;7,0;0,5599999999999999;0,0
06/2019;HRAD;2019,0;6,0;III;10 a 14;15,0;16,0;2,4000000000000004;2,0
06/2019;HRAD;2019,0;6,0;IV;15 a 19;25,0;12,0;3,0;2,0
06/2019;HRAD;2019,0;6,0;V;20 a 24;40,0;5,0;2,0;2,0
06/2019;HRAD;2019,0;6,0;VI;25 a 29;55,0;8,0;4,4;3,0
06/2019;HRAD;2019,0;6,0;VII;30 a 34;75,0;5,0;3,75;2,0
06/2019;HRAD;2019,0;6,0;VIII;> 34;85,0;29,0;24,650000000000002;1,0
06/2019;HRBJA;2019,0;6,0;I;0 a 4;4,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;II;5 a 9;8,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;III;10 a 14;15,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;IV;15 a 19;25,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;V;20 a 24;40,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;VI;25 a 29;55,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;VII;30 a 34;75,0;0,0;0,0;0,0
06/2019;HRBJA;2019,0;6,0;VIII;> 34;85,0;0,0;0,0;0,0
06/2019;HRJP;2019,0;6,0;I;0 a 4;4,0;0,0;0,0;0,0
06/2019;HRJP;2019,0;6,0;II;5 a 9;8,0;6,0;0,48;0,0
06/2019;HRJP;2019,0;6,0;III;10 a 14;15,0;15,0;2,25;2,0
06/2019;HRJP;2019,0;6,0;IV;15 a 19;25,0;11,0;2,75;3,0
06/2019;HRJP;2019,0;6,0;V;20 a 24;40,0;0,0;0,0;0,0
06/2019;HRJP;2019,0;6,0;VI;25 a 29;55,0;0,0;0,0;0,0
06/2019;HRJP;2019,0;6,0;VII;30 a 34;75,0;0,0;0,0;0,0
06/2019;HRJP;2019,0;6,0;VIII;> 34;85,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;I;0 a 4;4,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;II;5 a 9;8,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;III;10 a 14;15,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;IV;15 a 19;25,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;V;20 a 24;40,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;VI;25 a 29;55,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;VII;30 a 34;75,0;0,0;0,0;0,0
06/2019;MOV;2019,0;6,0;VIII;> 34;85,0;0,0;0,0;0,0
07/2019;HAC;2019,0;7,0;I;0 a 4;4,0;3,0;0,12;0,0
07/2019;HAC;2019,0;7,0;II;5 a 9;8,0;7,0;0,56;0,0
07/2019;HAC;2019,0;7,0;III;10 a 14;15,0;8,0;1,2;2,0
07/2019;HAC;2019,0;7,0;IV;15 a 19;25,0;9,0;2,25;1,0
07/2019;HAC;2019,0;7,0;V;20 a 24;40,0;4,0;1,6;1,0
07/2019;HAC;2019,0;7,0;VI;25 a 29;55,0;1,0;0,55;0,0
07/2019;HAC;2019,0;7,0;VII;30 a 34;75,0;1,0;0,75;0,0
07/2019;HAC;2019,0;7,0;VIII;> 34;85,0;0,0;0,0;0,0
07/2019;HEM;2019,0;7,0;I;0 a 4;4,0;0,0;0,0;0,0
07/2019;HEM;2019,0;7,0;II;5 a 9;8,0;2,0;0,16;0,0
07/2019;HEM;2019,0;7,0;III;10 a 14;15,0;3,0;0,45;0,0
07/2019;HEM;2019,0;7,0;IV;15 a 19;25,0;5,0;1,25;0,0
07/2019;HEM;2019,0;7,0;V;20 a 24;40,0;6,0;2,4;3,0
07/2019;HEM;2019,0;7,0;VI;25 a 29;55,0;4,0;2,2;3,0
07/2019;HEM;2019,0;7,0;VII;30 a 34;75,0;3,0;2,25;0,0
07/2019;HEM;2019,0;7,0;VIII;> 34;85,0;3,0;2,55;1,0
07/2019;HJK;2019,0;7,0;I;0 a 4;4,0;112,0;4,5;8,0
07/2019;HJK;2019,0;7,0;II;5 a 9;8,0;226,0;18,1;24,0
07/2019;HJK;2019,0;7,0;III;10 a 14;15,0;286,0;43,05;17,0
07/2019;HJK;2019,0;7,0;IV;15 a 19;25,0;273,0;68,35;33,0
07/2019;HJK;2019,0;7,0;V;20 a 24;40,0;168,0;67,2;34,0
07/2019;HJK;2019,0;7,0;VI;25 a 29;55,0;85,0;46,849999999999994;27,0
07/2019;HJK;2019,0;7,0;VII;30 a 34;75,0;43,0;32,35;19,0
07/2019;HJK;2019,0;7,0;VIII;> 34;85,0;23,0;19,65;17,0
07/2019;HJXXIII;2019,0;7,0;I;0 a 4;4,0;6,0;0,24;0,0
07/2019;HJXXIII;2019,0;7,0;II;5 a 9;8,0;20,0;1,6;3,0
07/2019;HJXXIII;2019,0;7,0;III;10 a 14;15,0;28,0;4,2;1,0
07/2019;HJXXIII;2019,0;7,0;IV;15 a 19;25,0;52,0;13,0;8,0
07/2019;HJXXIII;2019,0;7,0;V;20 a 24;40,0;18,0;7,2;4,0
07/2019;HJXXIII;2019,0;7,0;VI;25 a 29;55,0;15,0;8,25;5,0
07/2019;HJXXIII;2019,0;7,0;VII;30 a 34;75,0;4,0;3,0;4,0
07/2019;HJXXIII;2019,0;7,0;VIII;> 34;85,0;2,0;1,7;0,0
07/2019;HRAD;2019,0;7,0;I;0 a 4;4,0;3,0;0,12;0,0
07/2019;HRAD;2019,0;7,0;II;5 a 9;8,0;16,0;1,28;1,0
07/2019;HRAD;2019,0;7,0;III;10 a 14;15,0;16,0;2,4;0,0
07/2019;HRAD;2019,0;7,0;IV;15 a 19;25,0;15,0;3,75;1,0
07/2019;HRAD;2019,0;7,0;V;20 a 24;40,0;4,0;1,6;2,0
07/2019;HRAD;2019,0;7,0;VI;25 a 29;55,0;4,0;2,2;3,0
07/2019;HRAD;2019,0;7,0;VII;30 a 34;75,0;3,0;2,25;1,0
07/2019;HRAD;2019,0;7,0;VIII;> 34;85,0;2,0;1,7;2,0
07/2019;HRBJA;2019,0;7,0;I;0 a 4;4,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;II;5 a 9;8,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;III;10 a 14;15,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;IV;15 a 19;25,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;V;20 a 24;40,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;VI;25 a 29;55,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;VII;30 a 34;75,0;0,0;0,0;0,0
07/2019;HRBJA;2019,0;7,0;VIII;> 34;85,0;0,0;0,0;0,0
07/2019;HRJP;2019,0;7,0;I;0 a 4;4,0;1,0;0,04;0,0
07/2019;HRJP;2019,0;7,0;II;5 a 9;8,0;6,0;0,48;0,0
07/2019;HRJP;2019,0;7,0;III;10 a 14;15,0;10,0;1,5;2,0
07/2019;HRJP;2019,0;7,0;IV;15 a 19;25,0;17,0;4,25;2,0
07/2019;HRJP;2019,0;7,0;V;20 a 24;40,0;1,0;0,4;0,0
07/2019;HRJP;2019,0;7,0;VI;25 a 29;55,0;0,0;0,0;0,0
07/2019;HRJP;2019,0;7,0;VII;30 a 34;75,0;0,0;0,0;0,0
07/2019;HRJP;2019,0;7,0;VIII;> 34;85,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;I;0 a 4;4,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;II;5 a 9;8,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;III;10 a 14;15,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;IV;15 a 19;25,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;V;20 a 24;40,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;VI;25 a 29;55,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;VII;30 a 34;75,0;0,0;0,0;0,0
07/2019;MOV;2019,0;7,0;VIII;> 34;85,0;0,0;0,0;0,0
08/2019;HAC;2019,0;8,0;I;0 a 4;4,0;0,0;0,0;0,0
08/2019;HAC;2019,0;8,0;II;5 a 9;8,0;6,0;0,48;0,0
08/2019;HAC;2019,0;8,0;III;10 a 14;15,0;9,0;1,35;1,0
08/2019;HAC;2019,0;8,0;IV;15 a 19;25,0;3,0;0,75;0,0
08/2019;HAC;2019,0;8,0;V;20 a 24;40,0;2,0;0,8;1,0
08/2019;HAC;2019,0;8,0;VI;25 a 29;55,0;6,0;3,3;4,0
08/2019;HAC;2019,0;8,0;VII;30 a 34;75,0;2,0;1,5;1,0
08/2019;HAC;2019,0;8,0;VIII;> 34;85,0;1,0;0,85;0,0
08/2019;HEM;2019,0;8,0;I;0 a 4;4,0;0,0;0,0;0,0
08/2019;HEM;2019,0;8,0;II;5 a 9;8,0;0,0;0,0;0,0
08/2019;HEM;2019,0;8,0;III;10 a 14;15,0;2,0;0,3;0,0
08/2019;HEM;2019,0;8,0;IV;15 a 19;25,0;5,0;1,25;1,0
08/2019;HEM;2019,0;8,0;V;20 a 24;40,0;4,0;1,6;0,0
08/2019;HEM;2019,0;8,0;VI;25 a 29;55,0;7,0;3,85;0,0
08/2019;HEM;2019,0;8,0;VII;30 a 34;75,0;1,0;0,75;1,0
08/2019;HEM;2019,0;8,0;VIII;> 34;85,0;5,0;4,25;3,0
08/2019;HJK;2019,0;8,0;I;0 a 4;4,0;112,0;4,5;8,0
08/2019;HJK;2019,0;8,0;II;5 a 9;8,0;225,0;18,02;23,0
08/2019;HJK;2019,0;8,0;III;10 a 14;15,0;273,0;41,1;16,0
08/2019;HJK;2019,0;8,0;IV;15 a 19;25,0;278,0;69,6;33,0
08/2019;HJK;2019,0;8,0;V;20 a 24;40,0;168,0;67,2;35,0
08/2019;HJK;2019,0;8,0;VI;25 a 29;55,0;82,0;45,2;24,0
08/2019;HJK;2019,0;8,0;VII;30 a 34;75,0;44,0;33,1;21,0
08/2019;HJK;2019,0;8,0;VIII;> 34;85,0;22,0;18,8;15,0
08/2019;HJXXIII;2019,0;8,0;I;0 a 4;4,0;4,0;0,16;0,0
08/2019;HJXXIII;2019,0;8,0;II;5 a 9;8,0;20,0;1,6;0,0
08/2019;HJXXIII;2019,0;8,0;III;10 a 14;15,0;31,0;4,65;2,0
08/2019;HJXXIII;2019,0;8,0;IV;15 a 19;25,0;36,0;9,0;4,0
08/2019;HJXXIII;2019,0;8,0;V;20 a 24;40,0;22,0;8,8;9,0
08/2019;HJXXIII;2019,0;8,0;VI;25 a 29;55,0;10,0;5,5;3,0
08/2019;HJXXIII;2019,0;8,0;VII;30 a 34;75,0;2,0;1,5;2,0
08/2019;HJXXIII;2019,0;8,0;VIII;> 34;85,0;2,0;1,7;2,0
08/2019;HRAD;2019,0;8,0;I;0 a 4;4,0;0,0;0,0;0,0
08/2019;HRAD;2019,0;8,0;II;5 a 9;8,0;10,0;0,7999999999999999;0,0
08/2019;HRAD;2019,0;8,0;III;10 a 14;15,0;14,0;2,1;0,0
08/2019;HRAD;2019,0;8,0;IV;15 a 19;25,0;22,0;5,5;0,0
08/2019;HRAD;2019,0;8,0;V;20 a 24;40,0;14,0;5,6;2,0
08/2019;HRAD;2019,0;8,0;VI;25 a 29;55,0;9,0;4,95;4,0
08/2019;HRAD;2019,0;8,0;VII;30 a 34;75,0;0,0;0,0;0,0
08/2019;HRAD;2019,0;8,0;VIII;> 34;85,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;I;0 a 4;4,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;II;5 a 9;8,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;III;10 a 14;15,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;IV;15 a 19;25,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;V;20 a 24;40,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;VI;25 a 29;55,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;VII;30 a 34;75,0;0,0;0,0;0,0
08/2019;HRBJA;2019,0;8,0;VIII;> 34;85,0;0,0;0,0;0,0
08/2019;HRJP;2019,0;8,0;I;0 a 4;4,0;1,0;0,04;0,0
08/2019;HRJP;2019,0;8,0;II;5 a 9;8,0;12,0;0,96;1,0
08/2019;HRJP;2019,0;8,0;III;10 a 14;15,0;9,0;1,35;2,0
08/2019;HRJP;2019,0;8,0;IV;15 a 19;25,0;14,0;3,5;2,0
08/2019;HRJP;2019,0;8,0;V;20 a 24;40,0;4,0;1,6;1,0
08/2019;HRJP;2019,0;8,0;VI;25 a 29;55,0;0,0;0,0;0,0
08/2019;HRJP;2019,0;8,0;VII;30 a 34;75,0;0,0;0,0;0,0
08/2019;HRJP;2019,0;8,0;VIII;> 34;85,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;I;0 a 4;4,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;II;5 a 9;8,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;III;10 a 14;15,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;IV;15 a 19;25,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;V;20 a 24;40,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;VI;25 a 29;55,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;VII;30 a 34;75,0;0,0;0,0;0,0
08/2019;MOV;2019,0;8,0;VIII;> 34;85,0;0,0;0,0;0,0
09/2019;HAC;2019,0;9,0;I;0 a 4;4,0;2,0;0,08;0,0
09/2019;HAC;2019,0;9,0;II;5 a 9;8,0;9,0;0,72;0,0
09/2019;HAC;2019,0;9,0;III;10 a 14;15,0;9,0;1,35;1,0
09/2019;HAC;2019,0;9,0;IV;15 a 19;25,0;7,0;1,75;1,0
09/2019;HAC;2019,0;9,0;V;20 a 24;40,0;4,0;1,6;0,0
09/2019;HAC;2019,0;9,0;VI;25 a 29;55,0;2,0;1,1;2,0
09/2019;HAC;2019,0;9,0;VII;30 a 34;75,0;0,0;0,0;0,0
09/2019;HAC;2019,0;9,0;VIII;> 34;85,0;3,0;2,55;2,0
09/2019;HEM;2019,0;9,0;I;0 a 4;4,0;0,0;0,0;0,0
09/2019;HEM;2019,0;9,0;II;5 a 9;8,0;2,0;0,16;0,0
09/2019;HEM;2019,0;9,0;III;10 a 14;15,0;6,0;0,9;1,0
09/2019;HEM;2019,0;9,0;IV;15 a 19;25,0;6,0;1,5;0,0
09/2019;HEM;2019,0;9,0;V;20 a 24;40,0;2,0;0,8;1,0
09/2019;HEM;2019,0;9,0;VI;25 a 29;55,0;10,0;5,5;5,0
09/2019;HEM;2019,0;9,0;VII;30 a 34;75,0;4,0;3,0;0,0
09/2019;HEM;2019,0;9,0;VIII;> 34;85,0;4,0;3,4;3,0
09/2019;HJK;2019,0;9,0;I;0 a 4;4,0;112,0;4,5;8,0
09/2019;HJK;2019,0;9,0;II;5 a 9;8,0;225,0;18,02;23,0
09/2019;HJK;2019,0;9,0;III;10 a 14;15,0;277,0;41,7;15,0
09/2019;HJK;2019,0;9,0;IV;15 a 19;25,0;262,0;65,6;32,0
09/2019;HJK;2019,0;9,0;V;20 a 24;40,0;166,0;66,4;35,0
09/2019;HJK;2019,0;9,0;VI;25 a 29;55,0;86,0;47,4;26,0
09/2019;HJK;2019,0;9,0;VII;30 a 34;75,0;45,0;33,85;21,0
09/2019;HJK;2019,0;9,0;VIII;> 34;85,0;20,0;17,1;16,0
09/2019;HJXXIII;2019,0;9,0;I;0 a 4;4,0;13,0;0,52;0,0
09/2019;HJXXIII;2019,0;9,0;II;5 a 9;8,0;31,0;2,48;2,0
09/2019;HJXXIII;2019,0;9,0;III;10 a 14;15,0;35,0;5,25;4,0
09/2019;HJXXIII;2019,0;9,0;IV;15 a 19;25,0;24,0;6,0;5,0
09/2019;HJXXIII;2019,0;9,0;V;20 a 24;40,0;15,0;6,0;6,0
09/2019;HJXXIII;2019,0;9,0;VI;25 a 29;55,0;3,0;1,65;1,0
09/2019;HJXXIII;2019,0;9,0;VII;30 a 34;75,0;0,0;0,0;0,0
09/2019;HJXXIII;2019,0;9,0;VIII;> 34;85,0;0,0;0,0;0,0
09/2019;HRAD;2019,0;9,0;I;0 a 4;4,0;3,0;0,12;0,0
09/2019;HRAD;2019,0;9,0;II;5 a 9;8,0;11,0;0,88;0,0
09/2019;HRAD;2019,0;9,0;III;10 a 14;15,0;22,0;3,3;1,0
09/2019;HRAD;2019,0;9,0;IV;15 a 19;25,0;17,0;4,25;2,0
09/2019;HRAD;2019,0;9,0;V;20 a 24;40,0;8,0;3,2;3,0
09/2019;HRAD;2019,0;9,0;VI;25 a 29;55,0;9,0;4,95;4,0
09/2019;HRAD;2019,0;9,0;VII;30 a 34;75,0;2,0;1,5;0,0
09/2019;HRAD;2019,0;9,0;VIII;> 34;85,0;1,0;0,85;1,0
09/2019;HRBJA;2019,0;9,0;I;0 a 4;4,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;II;5 a 9;8,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;III;10 a 14;15,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;IV;15 a 19;25,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;V;20 a 24;40,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;VI;25 a 29;55,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;VII;30 a 34;75,0;0,0;0,0;0,0
09/2019;HRBJA;2019,0;9,0;VIII;> 34;85,0;0,0;0,0;0,0
09/2019;HRJP;2019,0;9,0;I;0 a 4;4,0;1,0;0,04;1,0
09/2019;HRJP;2019,0;9,0;II;5 a 9;8,0;4,0;0,32;0,0
09/2019;HRJP;2019,0;9,0;III;10 a 14;15,0;13,0;1,95;2,0
09/2019;HRJP;2019,0;9,0;IV;15 a 19;25,0;10,0;2,5;4,0
09/2019;HRJP;2019,0;9,0;V;20 a 24;40,0;3,0;1,2;1,0
09/2019;HRJP;2019,0;9,0;VI;25 a 29;55,0;3,0;1,65;0,0
09/2019;HRJP;2019,0;9,0;VII;30 a 34;75,0;1,0;0,75;1,0
09/2019;HRJP;2019,0;9,0;VIII;> 34;85,0;1,0;0,85;0,0
09/2019;MOV;2019,0;9,0;I;0 a 4;4,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;II;5 a 9;8,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;III;10 a 14;15,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;IV;15 a 19;25,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;V;20 a 24;40,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;VI;25 a 29;55,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;VII;30 a 34;75,0;0,0;0,0;0,0
09/2019;MOV;2019,0;9,0;VIII;> 34;85,0;0,0;0,0;0,0
10/2019;HAC;2019,0;10,0;I;0 a 4;4,0;1,0;0,04;0,0
10/2019;HAC;2019,0;10,0;II;5 a 9;8,0;14,0;1,12;0,0
10/2019;HAC;2019,0;10,0;III;10 a 14;15,0;15,0;2,25;1,0
10/2019;HAC;2019,0;10,0;IV;15 a 19;25,0;12,0;3,0;3,0
10/2019;HAC;2019,0;10,0;V;20 a 24;40,0;2,0;0,8;1,0
10/2019;HAC;2019,0;10,0;VI;25 a 29;55,0;0,0;0,0;0,0
10/2019;HAC;2019,0;10,0;VII;30 a 34;75,0;0,0;0,0;0,0
10/2019;HAC;2019,0;10,0;VIII;> 34;85,0;0,0;0,0;0,0
10/2019;HEM;2019,0;10,0;I;0 a 4;4,0;0,0;0,0;0,0
10/2019;HEM;2019,0;10,0;II;5 a 9;8,0;4,0;0,32;0,0
10/2019;HEM;2019,0;10,0;III;10 a 14;15,0;5,0;0,75;0,0
10/2019;HEM;2019,0;10,0;IV;15 a 19;25,0;7,0;1,75;2,0
10/2019;HEM;2019,0;10,0;V;20 a 24;40,0;10,0;4,0;0,0
10/2019;HEM;2019,0;10,0;VI;25 a 29;55,0;5,0;2,75;2,0
10/2019;HEM;2019,0;10,0;VII;30 a 34;75,0;1,0;0,75;0,0
10/2019;HEM;2019,0;10,0;VIII;> 34;85,0;2,0;1,7;1,0
10/2019;HJK;2019,0;10,0;I;0 a 4;4,0;112,0;4,5;8,0
10/2019;HJK;2019,0;10,0;II;5 a 9;8,0;224,0;17,939999999999998;23,0
10/2019;HJK;2019,0;10,0;III;10 a 14;15,0;287,0;43,2;16,0
10/2019;HJK;2019,0;10,0;IV;15 a 19;25,0;276,0;69,1;33,0
10/2019;HJK;2019,0;10,0;V;20 a 24;40,0;169,0;67,6;34,0
10/2019;HJK;2019,0;10,0;VI;25 a 29;55,0;81,0;44,65;28,0
10/2019;HJK;2019,0;10,0;VII;30 a 34;75,0;44,0;33,1;21,0
10/2019;HJK;2019,0;10,0;VIII;> 34;85,0;26,0;22,2;20,0
10/2019;HJXXIII;2019,0;10,0;I;0 a 4;4,0;11,0;0,44;1,0
10/2019;HJXXIII;2019,0;10,0;II;5 a 9;8,0;19,0;1,52;2,0
10/2019;HJXXIII;2019,0;10,0;III;10 a 14;15,0;31,0;4,65;3,0
10/2019;HJXXIII;2019,0;10,0;IV;15 a 19;25,0;11,0;2,75;1,0
10/2019;HJXXIII;2019,0;10,0;V;20 a 24;40,0;19,0;7,6;10,0
10/2019;HJXXIII;2019,0;10,0;VI;25 a 29;55,0;8,0;4,4;4,0
10/2019;HJXXIII;2019,0;10,0;VII;30 a 34;75,0;2,0;1,5;0,0
10/2019;HJXXIII;2019,0;10,0;VIII;> 34;85,0;0,0;0,0;0,0
10/2019;HRAD;2019,0;10,0;I;0 a 4;4,0;0,0;0,0;0,0
10/2019;HRAD;2019,0;10,0;II;5 a 9;8,0;2,0;0,16;0,0
10/2019;HRAD;2019,0;10,0;III;10 a 14;15,0;28,0;4,2;0,0
10/2019;HRAD;2019,0;10,0;IV;15 a 19;25,0;11,0;2,75;0,0
10/2019;HRAD;2019,0;10,0;V;20 a 24;40,0;6,0;2,4;3,0
10/2019;HRAD;2019,0;10,0;VI;25 a 29;55,0;3,0;1,6500000000000001;1,0
10/2019;HRAD;2019,0;10,0;VII;30 a 34;75,0;0,0;0,0;0,0
10/2019;HRAD;2019,0;10,0;VIII;> 34;85,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;I;0 a 4;4,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;II;5 a 9;8,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;III;10 a 14;15,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;IV;15 a 19;25,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;V;20 a 24;40,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;VI;25 a 29;55,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;VII;30 a 34;75,0;0,0;0,0;0,0
10/2019;HRBJA;2019,0;10,0;VIII;> 34;85,0;0,0;0,0;0,0
10/2019;HRJP;2019,0;10,0;I;0 a 4;4,0;3,0;0,12;0,0
10/2019;HRJP;2019,0;10,0;II;5 a 9;8,0;0,0;0,0;0,0
10/2019;HRJP;2019,0;10,0;III;10 a 14;15,0;14,0;2,1;2,0
10/2019;HRJP;2019,0;10,0;IV;15 a 19;25,0;5,0;1,25;1,0
10/2019;HRJP;2019,0;10,0;V;20 a 24;40,0;0,0;0,0;0,0
10/2019;HRJP;2019,0;10,0;VI;25 a 29;55,0;3,0;1,65;1,0
10/2019;HRJP;2019,0;10,0;VII;30 a 34;75,0;0,0;0,0;0,0
10/2019;HRJP;2019,0;10,0;VIII;> 34;85,0;1,0;0,85;0,0
10/2019;MOV;2019,0;10,0;I;0 a 4;4,0;0,0;0,0;0,0
10/2019;MOV;2019,0;10,0;II;5 a 9;8,0;0,0;0,0;0,0
10/2019;MOV;2019,0;10,0;III;10 a 14;15,0;0,0;0,0;0,0
10/2019;MOV;2019,0;10,0;IV;15 a 19;25,0;0,0;0,0;0,0
10/2019;MOV;2019,0;10,0;V;20 a 24;40,0;0,0;0,0;0,0
10/2019;MOV;2019,0;10,0;VI;25 a 29;55,0;0,0;0,0;0,0
